# Iteration	Res_rho	Res_rhou	Res_rhov	Res_rhoE
2.480000e+02	4.533485e-02	2.150181e-02	6.777102e-03	1.049610e-02
2.490000e+02	4.714833e-02	2.360399e-02	6.681103e-03	1.145427e-02
2.500000e+02	4.901694e-02	2.579041e-02	6.464085e-03	1.245337e-02
2.510000e+02	5.093624e-02	2.805592e-02	6.324755e-03	1.349044e-02
2.520000e+02	5.290032e-02	3.039317e-02	6.406928e-03	1.456103e-02
2.530000e+02	5.490200e-02	3.279283e-02	6.836796e-03	1.565934e-02
2.540000e+02	5.693331e-02	3.524434e-02	7.275942e-03	1.677896e-02
2.550000e+02	5.898610e-02	3.773700e-02	7.723818e-03	1.791374e-02
2.560000e+02	6.105231e-02	4.026056e-02	8.179296e-03	1.905829e-02
2.570000e+02	6.312394e-02	4.280512e-02	8.640512e-03	2.020793e-02
2.580000e+02	6.519271e-02	4.536054e-02	9.105064e-03	2.135817e-02
2.590000e+02	6.724970e-02	4.791584e-02	9.570384e-03	2.250416e-02
2.600000e+02	6.928528e-02	5.045894e-02	1.003401e-02	2.364052e-02
2.610000e+02	7.128923e-02	5.297694e-02	1.049366e-02	2.476158e-02
2.620000e+02	7.325109e-02	5.545670e-02	1.094709e-02	2.586179e-02
2.630000e+02	7.516051e-02	5.788548e-02	1.139189e-02	2.693633e-02
2.640000e+02	7.700747e-02	6.025140e-02	1.182542e-02	2.798136e-02
2.650000e+02	7.878221e-02	6.254335e-02	1.224491e-02	2.899403e-02
2.660000e+02	8.047509e-02	6.475064e-02	1.264748e-02	2.997207e-02
2.670000e+02	8.207633e-02	6.686257e-02	1.303030e-02	3.091346e-02
2.680000e+02	8.357591e-02	6.886816e-02	1.339061e-02	3.181606e-02
2.690000e+02	8.496352e-02	7.075603e-02	1.372574e-02	3.267761e-02
2.700000e+02	8.622893e-02	7.251500e-02	1.403308e-02	3.349600e-02
2.710000e+02	8.736188e-02	7.413378e-02	1.431016e-02	3.426915e-02
2.720000e+02	8.835187e-02	7.560060e-02	1.455457e-02	3.499449e-02
2.730000e+02	8.918813e-02	7.690305e-02	1.476398e-02	3.566883e-02
2.740000e+02	8.985977e-02	7.802831e-02	1.493616e-02	3.628852e-02
2.750000e+02	9.035623e-02	7.896382e-02	1.506898e-02	3.684989e-02
2.760000e+02	9.066758e-02	7.969788e-02	1.516053e-02	3.734973e-02
2.770000e+02	9.078480e-02	8.021996e-02	1.520917e-02	3.778545e-02
2.780000e+02	9.069985e-02	8.052077e-02	1.521351e-02	3.815506e-02
