# Iteration	Res_rho	Res_rhou	Res_rhov	Res_rhoE
3.270000e+02	1.321005e-03	1.691962e-03	1.623910e-03	1.053242e-03
3.280000e+02	1.308748e-03	1.683377e-03	1.635391e-03	1.042805e-03
3.290000e+02	1.295852e-03	1.671102e-03	1.645774e-03	1.033190e-03
3.300000e+02	1.294771e-03	1.657654e-03	1.655015e-03	1.029213e-03
3.310000e+02	1.287653e-03	1.641672e-03	1.663125e-03	1.023574e-03
3.320000e+02	1.286423e-03	1.621632e-03	1.670159e-03	1.023191e-03
3.330000e+02	1.280684e-03	1.605663e-03	1.676205e-03	1.017934e-03
3.340000e+02	1.273495e-03	1.601987e-03	1.681363e-03	1.013338e-03
3.350000e+02	1.267994e-03	1.595610e-03	1.685732e-03	1.008246e-03
3.360000e+02	1.256777e-03	1.590096e-03	1.689396e-03	9.996642e-04
3.370000e+02	1.249705e-03	1.580425e-03	1.692422e-03	9.939056e-04
3.380000e+02	1.237836e-03	1.572248e-03	1.694904e-03	9.838815e-04
3.390000e+02	1.228814e-03	1.564807e-03	1.696774e-03	9.751096e-04
3.400000e+02	1.227300e-03	1.565272e-03	1.698050e-03	9.732373e-04
3.410000e+02	1.238561e-03	1.565392e-03	1.698743e-03	9.682188e-04
3.420000e+02	1.254210e-03	1.564987e-03	1.698845e-03	9.674497e-04
3.430000e+02	1.267223e-03	1.563892e-03	1.698322e-03	9.621966e-04
